Role,ID,Name_EN,Name_RU,Level,Race,EXP,Icon
Citizen,event_teleporter_d,"Event Gatekeeper","Ивентовый Хранитель Портала",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_10,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_11,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_12,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,trader_reep,"Reep","Рип",70,Others,,/skill4416_etc.webp
Citizen,trader_chali,"Shari","Шари",70,Others,,/skill4416_etc.webp
Citizen,trader_mion,"Mion","Мион",70,Others,,/skill4416_etc.webp
Citizen,warehouse_murphrin,"Murdoc","Мердок",70,Others,,/skill4416_etc.webp
Citizen,warehouse_airy,"Airy","Эйри",70,Others,,/skill4416_etc.webp
Citizen,gatekeeper_wirphy,"Wirphy","Вирфи",70,Others,,/skill4416_etc.webp
Citizen,guide_dwarf_gullin,"Newbie Guide","Помощник Новичков",70,Others,,/skill4416_etc.webp
Citizen,event_teleporter_e,"Event Gatekeeper","Ивентовый Хранитель Портала",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_08,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_09,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,ein,"Auron","Аурон",70,Others,,/skill4416_etc.webp
Citizen,celma,"Celma","Сельма",70,Others,,/skill4416_etc.webp
Citizen,iris,"Iris","Ирис",70,Others,,/skill4416_etc.webp
Citizen,levian,"Levian","Левиан",70,Others,,/skill4416_etc.webp
Citizen,trader_arodin,"Arodin","Ародин",70,Others,,/skill4416_etc.webp
Citizen,trader_daeronees,"Damion","Дамион",70,Others,,/skill4416_etc.webp
Citizen,trader_cullinas,"Colleen","Колин",70,Others,,/skill4416_etc.webp
Citizen,warehouse_keeper_norman,"Norman","Норман",70,Others,,/skill4416_etc.webp
Citizen,master_xenos,"Xenos","Ксенос",70,Others,,/skill4416_etc.webp
Citizen,trader_acellopy,"Asha","Аша",70,Others,,/skill4416_etc.webp
Citizen,trader_nestle,"Nestle","Нестле",70,Others,,/skill4416_etc.webp
Citizen,trader_poesia,"Poesia","Поэзия",70,Others,,/skill4416_etc.webp
Citizen,warehouse_keeper_raut,"Raut","Раут",70,Others,,/skill4416_etc.webp
Citizen,blacksmith_kluto,"Kluto","Клуто",70,Others,,/skill4416_etc.webp
Citizen,gatekeeper_richlin,"Richlin","Ричин",70,Others,,/skill4416_etc.webp
Citizen,master_baenedes,"Baenedes","Бенедес",70,Others,,/skill4416_etc.webp
Citizen,grandmaster_ramos,"Ramos","Рамос",70,Others,,/skill4416_etc.webp
Citizen,master_rhodiell,"Rhodiell","Родиэль",70,Others,,/skill4416_etc.webp
Citizen,priest_adonius,"Adonius","Адониус",70,Others,,/skill4416_etc.webp
Citizen,magister_nell,"Nell","Нелл",70,Others,,/skill4416_etc.webp
Citizen,magister_talbot,"Talbot","Талбот",70,Others,,/skill4416_etc.webp
Citizen,master_escar,"Estella","Эстелла",70,Others,,/skill4416_etc.webp
Citizen,prefect_kasman,"Kasman","Касман",70,Others,,/skill4416_etc.webp
Citizen,pet_manager_martin,"Martin","Мартин",70,Others,,/skill4416_etc.webp
Citizen,dawn_priest_gludin,"Priest of Dawn","Жрец Рассвета",70,Others,,/skill4416_etc.webp
Citizen,dusk_priestessess_gludin,"Dusk Priestess","Жрица Заката",70,Others,,/skill4416_etc.webp
Citizen,event_teleporter_f,"Event Gatekeeper","Ивентовый Хранитель Портала",70,Others,,/skill4416_etc.webp
Citizen,mineral_trader_rogen,"Rogen","Роген",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_13,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_14,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_15,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_16,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_17,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,bremmer,"Bremmer","Бреммер",70,Others,,/skill4416_etc.webp
Citizen,calis,"Kalis","Калис",70,Others,,/skill4416_etc.webp
Citizen,winker,"Winker","Винкер",70,Others,,/skill4416_etc.webp
Citizen,ruben,"Ruben","Рубен",70,Others,,/skill4416_etc.webp
Citizen,horner,"Horner","Хорнер",70,Others,,/skill4416_etc.webp
Citizen,wharf_manager_clancy,"Clancy","Клэнси",70,Others,,/skill4416_etc.webp
Citizen,trader_salient,"Sarien","Сариен",70,Others,,/skill4416_etc.webp
Citizen,trader_rolento,"Rolento","Роленто",70,Others,,/skill4416_etc.webp
Citizen,vivi,"Vivyan","Вивиан",70,Others,,/skill4416_etc.webp
Citizen,trader_simplon,"Simplon","Симплон",70,Others,,/skill4416_etc.webp
Citizen,trader_harmony,"Harmony","Гармония",70,Others,,/skill4416_etc.webp
Citizen,harprock,"Haprock","Хапрок",70,Others,,/skill4416_etc.webp
Citizen,gatekeeper_belladonna,"Bella","Белла",70,Others,,/skill4416_etc.webp
Citizen,master_rains,"Rains","Рэйнс",70,Others,,/skill4416_etc.webp
Citizen,bishop_raimund,"Raymond","Раймонд",70,Others,,/skill4416_etc.webp
Citizen,father_manuell,"Manuel","Мануэль",70,Others,,/skill4416_etc.webp
Citizen,trader_varanket,"Varan","Варан",70,Others,,/skill4416_etc.webp
Citizen,master_tobias,"Tobias","Тобиас",70,Others,,/skill4416_etc.webp
Citizen,blacksmith_pinter,"Pinter","Пинтер",70,Others,,/skill4416_etc.webp
Citizen,trader_sydney,"Sydnia","Сидни",70,Others,,/skill4416_etc.webp
Citizen,warehouse_keeper_balcon,"Ballin","Баллин",70,Others,,/skill4416_etc.webp
Citizen,master_audiberti,"Audiberti","Аудиберти",70,Others,,/skill4416_etc.webp
Citizen,master_leona,"Leona","Леона",70,Others,,/skill4416_etc.webp
Citizen,master_sorius,"Sorius","Сориус",70,Others,,/skill4416_etc.webp
Citizen,master_reoria,"Reisa","Рейса",70,Others,,/skill4416_etc.webp
Citizen,master_virgil,"Virgil","Вирджил",70,Others,,/skill4416_etc.webp
Citizen,master_sidra,"Sidra","Сидра",70,Others,,/skill4416_etc.webp
Citizen,prefect_buka,"Buka","Бука",70,Others,,/skill4416_etc.webp
Citizen,pet_manager_lundy,"Lundy","Ланди",70,Others,,/skill4416_etc.webp
Citizen,dawn_priest_gludio,"Priest of Dawn","Жрец Рассвета",70,Others,,/skill4416_etc.webp
Citizen,dusk_priestess_gludio,"Dusk Priestess","Жрица Заката",70,Others,,/skill4416_etc.webp
Citizen,event_teleporter_g,"Event Gatekeeper","Ивентовый Хранитель Портала",70,Others,,/skill4416_etc.webp
Citizen,mineral_trader_lanna,"Lanna","Ланна",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_18,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_19,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_20,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_21,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_22,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,black,"Black","Блэк",70,Others,,/skill4416_etc.webp
Citizen,boyer,"Boyer","Бойер",70,Others,,/skill4416_etc.webp
Citizen,tim,"Tim","Тим",70,Others,,/skill4416_etc.webp
Citizen,dillon,"Dillon","Диллон",70,Others,,/skill4416_etc.webp
Citizen,gludio_keeper,"Warehouse Keeper","Смотритель Склада",70,Others,,/skill4416_etc.webp
Citizen,chamberlain_saius,"Sayres","Сайрес",70,Others,,/skill4416_etc.webp
Citizen,sir_tyron,"Tyron","Тайрон",70,Others,,/skill4416_etc.webp
Citizen,amidol,"Aldo","Альдо",70,Others,,/skill4416_etc.webp
Citizen,holvas,"Holvas","Хольвас",70,Others,,/skill4416_etc.webp
Citizen,trishya,"Trisha","Триша",70,Others,,/skill4416_etc.webp
Citizen,sabrin,"Sabrin","Сабрин",70,Others,,/skill4416_etc.webp
Citizen,kc,"Casey","Кейси",70,Others,,/skill4416_etc.webp
Citizen,sonia,"Sonia","Соня",70,Others,,/skill4416_etc.webp
Citizen,lars,"Lara","Лара",70,Others,,/skill4416_etc.webp
Citizen,terry,"Terry","Терри",70,Others,,/skill4416_etc.webp
Citizen,arne,"Arnelle","Арнель",70,Others,,/skill4416_etc.webp
Citizen,pabris,"Pabris","Пабрис",70,Others,,/skill4416_etc.webp
Citizen,glyvka,"Glyvka","Гливка",70,Others,,/skill4416_etc.webp
Citizen,shegfield,"Shegfield","Шегфилд",70,Others,,/skill4416_etc.webp
Citizen,rollant,"Rollant","Роллант",70,Others,,/skill4416_etc.webp
Citizen,sylvain,"Sylvain","Сильвиан",70,Others,,/skill4416_etc.webp
Citizen,blacksmith_poitan,"Poitan","Пойтан",70,Others,,/skill4416_etc.webp
Citizen,master_wandius,"Wandius","Вандиус",70,Others,,/skill4416_etc.webp
Citizen,master_cardien,"Cardien","Кардиен",70,Others,,/skill4416_etc.webp
Citizen,magister_mirien,"Mirien","Мириен",70,Others,,/skill4416_etc.webp
Citizen,grandmaster_tronix,"Tronix","Троникс",70,Others,,/skill4416_etc.webp
Citizen,master_ixia,"Ixia","Иксия",70,Others,,/skill4416_etc.webp
Citizen,magister_clayton,"Clayton","Клейтон",70,Others,,/skill4416_etc.webp
Citizen,prefect_dowki,"Dowki","Доки",70,Others,,/skill4416_etc.webp
Citizen,pet_manager_waters,"Waters","Уотерс",70,Others,,/skill4416_etc.webp
Citizen,dawn_priest_dion,"Priest of Dawn","Жрец Рассвета",70,Others,,/skill4416_etc.webp
Citizen,dusk_priestess_dion,"Dusk Priestess","Жрица Заката",70,Others,,/skill4416_etc.webp
Citizen,event_teleporter_h,"Event Gatekeeper","Ивентовый Хранитель Портала",70,Others,,/skill4416_etc.webp
Citizen,scroll_seller_rouke,"Rouke","Роук",70,Others,,/skill4416_etc.webp
Citizen,blueprint_seller_shaling,"Shaling","Шалинг",70,Others,,/skill4416_etc.webp
Citizen,mineral_trader_giordo,"Gordo","Гордо",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_23,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_24,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_25,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_26,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,ron,"Ron","Рон",70,Others,,/skill4416_etc.webp
Citizen,flynn,"Flynn","Флинн",70,Others,,/skill4416_etc.webp
Citizen,seth,"Seth","Сет",70,Others,,/skill4416_etc.webp
Citizen,gatekeeper_mozzarella,"Mozella","Мозелла",70,Others,,/skill4416_etc.webp
Citizen,gatekeeper_capellini,"Capella","Капелла",70,Others,,/skill4416_etc.webp
Citizen,gatekeeper_havarti,"Hanna","Ханна",70,Others,,/skill4416_etc.webp
Citizen,ol_mahum_steward_tamutak,"Tamutak","Тамутак",70,Others,,/skill4416_etc.webp
Citizen,pano,"Pano","Пано",70,Others,,/skill4416_etc.webp
Citizen,barder,"Barder","Бардер",70,Others,,/skill4416_etc.webp
Citizen,warehouse_keeper_sonin,"Sonin","Сонин",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_27,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_28,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_29,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,clavier,"Clarissa","Кларисса",70,Others,,/skill4416_etc.webp
Citizen,helvetia,"Helvetia","Хельветия",70,Others,,/skill4416_etc.webp
Citizen,denkus,"Denkus","Денкус",70,Others,,/skill4416_etc.webp
Citizen,pochi,"Pochi","Почи",70,Others,,/skill4416_etc.webp
Citizen,grabner,"Graham","Грэхам",70,Others,,/skill4416_etc.webp
Citizen,stany,"Stanford","Стэнфорд",70,Others,,/skill4416_etc.webp
Citizen,taurin,"Taurin","Таурин",70,Others,,/skill4416_etc.webp
Citizen,phojett,"Peta","Пета",70,Others,,/skill4416_etc.webp
Citizen,radia,"Radia","Радия",70,Others,,/skill4416_etc.webp
Citizen,sandra,"Sandra","Сандра",70,Others,,/skill4416_etc.webp
Citizen,elliany,"Ellie","Элли",70,Others,,/skill4416_etc.webp
Citizen,collob,"Collob","Коллоб",70,Others,,/skill4416_etc.webp
Citizen,groot,"Groot","Грут",70,Others,,/skill4416_etc.webp
Citizen,gentler,"Gentler","Гентлер",70,Others,,/skill4416_etc.webp
Citizen,landolf,"Randolf","Рандольф",70,Others,,/skill4416_etc.webp
Citizen,galladuchi,"Galladucci","Галадуччи",70,Others,,/skill4416_etc.webp
Citizen,alexandria,"Alexandria","Александрия",70,Others,,/skill4416_etc.webp
Citizen,valkon,"Valkon","Валькон",70,Others,,/skill4416_etc.webp
Citizen,parman,"Parman","Парман",70,Others,,/skill4416_etc.webp
Citizen,genwiter,"Genwitter","Генвиттер",70,Others,,/skill4416_etc.webp
Citizen,dufner,"Dufner","Дафнер",70,Others,,/skill4416_etc.webp
Citizen,goldian,"Goldian","Голдиан",70,Others,,/skill4416_etc.webp
Citizen,macken,"Macken","Макен",70,Others,,/skill4416_etc.webp
Citizen,hannavalt,"Hannavalt","Ханнавальт",70,Others,,/skill4416_etc.webp
Citizen,iker,"Iker","Айкер",70,Others,,/skill4416_etc.webp
Citizen,dieter,"Dieter","Дитер",70,Others,,/skill4416_etc.webp
Citizen,clinch,"Maurius","Мауриус",70,Others,,/skill4416_etc.webp
Citizen,juria,"Juris","Юрис",70,Others,,/skill4416_etc.webp
Citizen,roa,"Roa","Роа",70,Others,,/skill4416_etc.webp
Citizen,jurek,"Jurek","Юрек",70,Others,,/skill4416_etc.webp
Citizen,dustin,"Dustin","Дастин",70,Others,,/skill4416_etc.webp
Citizen,primoz,"Primos","Примос",70,Others,,/skill4416_etc.webp
Citizen,pupina,"Pupina","Пупина",70,Others,,/skill4416_etc.webp
Citizen,isabellin,"Isabellin","Изабелла",70,Others,,/skill4416_etc.webp
Citizen,maximilian,"Maximilian","Максимилиан",70,Others,,/skill4416_etc.webp
Citizen,blacksmith_pushkin,"Pushkin","Пушкон",70,Others,,/skill4416_etc.webp
Citizen,blacksmith_rupio,"Rupio","Рупио",70,Others,,/skill4416_etc.webp
Citizen,master_riberia,"Rosheria","Рошерия",70,Others,,/skill4416_etc.webp
Citizen,priest_bandellos,"Bandellos","Банделлос",70,Others,,/skill4416_etc.webp
Citizen,grandmaster_angus,"Angus","Ангус",70,Others,,/skill4416_etc.webp
Citizen,master_stapiin,"Stapin","Стапин",70,Others,,/skill4416_etc.webp
Citizen,magister_kaira,"Kaira","Кайра",70,Others,,/skill4416_etc.webp
Citizen,prefect_vokiyan,"Vokian","Вокиан",70,Others,,/skill4416_etc.webp
Citizen,pet_manager_cooper,"Cooper","Купер",70,Others,,/skill4416_etc.webp
Citizen,dawn_priest_giran,"Priest of Dawn","Жрец Рассвета",70,Others,,/skill4416_etc.webp
Citizen,dusk_priestess_giran,"Dusk Priestess","Жрица Заката",70,Others,,/skill4416_etc.webp
Citizen,event_teleporter_i,"Event Gatekeeper","Ивентовый Хранитель Портала",70,Others,,/skill4416_etc.webp
Citizen,blueprint_seller_daeger,"Daeger","Дейжер",70,Others,,/skill4416_etc.webp
Citizen,mineral_trader_kiki,"Kiki","Кики",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_30,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_31,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_32,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_33,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_34,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_35,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,custodian_emma,"Emma","Эмма",70,Others,,/skill4416_etc.webp
Citizen,custodian_adrienne,"Adrienne","Адриана",70,Others,,/skill4416_etc.webp
Citizen,custodian_bianca,"Bianca","Бианка",70,Others,,/skill4416_etc.webp
Citizen,custodian_gladys,"Gladys","Гладиус",70,Others,,/skill4416_etc.webp
Citizen,custodian_regina,"Regina","Регина",70,Others,,/skill4416_etc.webp
Citizen,gaiman,"Galman","Гальман",70,Others,,/skill4416_etc.webp
Citizen,kitzka,"Kitzka","Китска",70,Others,,/skill4416_etc.webp
Citizen,heart_of_warding,"Heart of Warding","Сердце Заключенного",70,Others,,/skill4416_etc.webp
Citizen,trader_edroc,"Edroc","Эдрок",70,Others,,/skill4416_etc.webp
Citizen,trader_garette,"Garette","Гарретт",70,Others,,/skill4416_etc.webp
Citizen,warehouse_keeper_sorint,"Sorint","Соринт",70,Others,,/skill4416_etc.webp
Citizen,gatekeeper_esmeralda,"Esmeralda","Эсмеральда",70,Others,,/skill4416_etc.webp
Citizen,trader_hallypia,"Hally","Халли",70,Others,,/skill4416_etc.webp
Citizen,warehouse_keeper_silva,"Silva","Сильва",70,Others,,/skill4416_etc.webp
Citizen,grandmaster_siria,"Siria","Сирия",70,Others,,/skill4416_etc.webp
Citizen,grandmaster_medown,"Medown","Мидовн",70,Others,,/skill4416_etc.webp
Citizen,prefect_chakiris,"Chakiris","Чакирис",70,Others,,/skill4416_etc.webp
Citizen,pet_manager_nelson,"Nelson","Нельсон",70,Others,,/skill4416_etc.webp
Citizen,dawn_priest_hunter,"Priest of Dawn","Жрец Рассвета",70,Others,,/skill4416_etc.webp
Citizen,dusk_priestess_hunter,"Dusk Priestess","Жрица Заката",70,Others,,/skill4416_etc.webp
Citizen,event_teleporter_l,"Event Gatekeeper","Ивентовый Хранитель Портала",70,Others,,/skill4416_etc.webp
Citizen,mineral_trader_onyx,"Onyx","Оникс",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_49,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_50,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_51,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_52,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,valentina,"Valentina","Валентина",70,Others,,/skill4416_etc.webp
Citizen,zenkin,"Zenkin","Зенкин",70,Others,,/skill4416_etc.webp
Citizen,raudia,"Raudia","Раудия",70,Others,,/skill4416_etc.webp
Citizen,sara,"Sara","Сара",70,Others,,/skill4416_etc.webp
Citizen,galicbredo,"Galibredo","Галибредо",70,Others,,/skill4416_etc.webp
Citizen,cliff,"Cliff","Клифф",70,Others,,/skill4416_etc.webp
Citizen,hagger,"Hagger","Хаггер",70,Others,,/skill4416_etc.webp
Citizen,rigol,"Rigol","Ригол",70,Others,,/skill4416_etc.webp
Citizen,taniac,"Taniac Blackbird","Таниак Блэкберд",70,Others,,/skill4416_etc.webp
Citizen,bhan,"Bhan","Бан",70,Others,,/skill4416_etc.webp
Citizen,kai,"Klaus Blackbird","Клаус Блэкберд",70,Others,,/skill4416_etc.webp
Citizen,vadin,"Vadin","Вадин",70,Others,,/skill4416_etc.webp
Citizen,rovia,"Rovia","Ровия",70,Others,,/skill4416_etc.webp
Citizen,phanovia,"Phanovia","Фановия",70,Others,,/skill4416_etc.webp
Citizen,hollin,"Hollint","Холлинт",70,Others,,/skill4416_etc.webp
Citizen,darvi,"Darya","Дарья",70,Others,,/skill4416_etc.webp
Citizen,guyder,"Gideon","Гидеон",70,Others,,/skill4416_etc.webp
Citizen,brecson,"Brecson","Брексон",70,Others,,/skill4416_etc.webp
Citizen,prefect_daunt,"Daunt","Дант",70,Others,,/skill4416_etc.webp
Citizen,pet_manager_joey,"Joey","Джой",70,Others,,/skill4416_etc.webp
Citizen,dawn_priest_oren,"Priest of Dawn","Жрец Рассвета",70,Others,,/skill4416_etc.webp
Citizen,dusk_priestess_oren,"Dusk Priestess","Жрица Заката",70,Others,,/skill4416_etc.webp
Citizen,event_teleporter_j,"Event Gatekeeper","Ивентовый Хранитель Портала",70,Others,,/skill4416_etc.webp
Citizen,blueprint_seller_luka,"Luka","Лука",70,Others,,/skill4416_etc.webp
Citizen,mineral_trader_cona,"Cona","Кона",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_40,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_41,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_42,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_43,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_44,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,karin,"Karin","Карин",70,Others,,/skill4416_etc.webp
Citizen,rex,"Rex","Рекс",70,Others,,/skill4416_etc.webp
Citizen,iz,"Ian","Ян",70,Others,,/skill4416_etc.webp
Citizen,rapin,"Ralford","Рэлфорд",70,Others,,/skill4416_etc.webp
Citizen,bandor,"Wesley","Уэсли",70,Others,,/skill4416_etc.webp
Citizen,marty,"Marty","Марти",70,Others,,/skill4416_etc.webp
Citizen,radic,"Radic","Радик",70,Others,,/skill4416_etc.webp
Citizen,az,"Galios","Гаюс",70,Others,,/skill4416_etc.webp
Citizen,biralri,"Arkenias","Аркениас",70,Others,,/skill4416_etc.webp
Citizen,fairen,"Fairen","Фэйрен",70,Others,,/skill4416_etc.webp
Citizen,yan,"Valleria","Валерия",70,Others,,/skill4416_etc.webp
Citizen,gatekeeper_cecile,"Cecile","Сесиль",70,Others,,/skill4416_etc.webp
Citizen,gatekeeper_mariell,"Mariell","Мариэль",70,Others,,/skill4416_etc.webp
Citizen,gatekeeper_merian,"Merian","Мериан",70,Others,,/skill4416_etc.webp
Citizen,gatekeeper_verona,"Verona","Верона",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_37,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_38,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_39,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,trader_woodrow,"Woodrow","Вудро",70,Others,,/skill4416_etc.webp
Citizen,trader_woodley,"Woodley","Вудри",70,Others,,/skill4416_etc.webp
Citizen,trader_holly,"Holly","Холи",70,Others,,/skill4416_etc.webp
Citizen,trader_carson,"Carson","Карсон",70,Others,,/skill4416_etc.webp
Citizen,trader_alexis,"Alexis","Алексис",70,Others,,/skill4416_etc.webp
Citizen,warehouse_keeper_romp,"Romp","Ромп",70,Others,,/skill4416_etc.webp
Citizen,whouse_keeper_walderal,"Walderal","Вальдерал",70,Others,,/skill4416_etc.webp
Citizen,blacksmith_wilbert,"Wilbert","Вилберт",70,Others,,/skill4416_etc.webp
Citizen,gatekeeper_elisabeth,"Elisa","Элиза",70,Others,,/skill4416_etc.webp
Citizen,grandmaster_sedrick,"Sedrick","Седрик",70,Others,,/skill4416_etc.webp
Citizen,master_aiken,"Aiken","Айкен",70,Others,,/skill4416_etc.webp
Citizen,master_kendra,"Kendra","Кендра",70,Others,,/skill4416_etc.webp
Citizen,master_sidnen,"Sinden","Синден",70,Others,,/skill4416_etc.webp
Citizen,trainer_raien,"Raien","Раен",70,Others,,/skill4416_etc.webp
Citizen,grandmagister_drikiyan,"Drikiyan","Дрикиан",70,Others,,/skill4416_etc.webp
Citizen,magister_desmond,"Desmond","Десмонд",70,Others,,/skill4416_etc.webp
Citizen,magister_winonin,"Winonin","Винонин",70,Others,,/skill4416_etc.webp
Citizen,highpriest_orven,"Orven","Орвен",70,Others,,/skill4416_etc.webp
Citizen,priest_ross,"Ross","Росс",70,Others,,/skill4416_etc.webp
Citizen,priestess_vivian,"Vivyan","Вивиан",70,Others,,/skill4416_etc.webp
Citizen,priestess_flownia,"Flownia","Флавния",70,Others,,/skill4416_etc.webp
Citizen,priest_linette,"Leonard","Леонард",70,Others,,/skill4416_etc.webp
Citizen,grandmaster_oltlin,"Oltlin","Олтлин",70,Others,,/skill4416_etc.webp
Citizen,master_ghest,"Ghest","Гест",70,Others,,/skill4416_etc.webp
Citizen,magister_hanellin,"Hanellin","Ханелин",70,Others,,/skill4416_etc.webp
Citizen,prefect_marestella,"Marestella","Марестелла",70,Others,,/skill4416_etc.webp
Citizen,seer_reva,"Reva","Рева",70,Others,,/skill4416_etc.webp
Citizen,pet_manager_lemper,"Lemper","Лемпер",70,Others,,/skill4416_etc.webp
Citizen,dawn_priest_aden,"Priest of Dawn","Жрец Рассвета",70,Others,,/skill4416_etc.webp
Citizen,dusk_priestess_aden,"Dusk Priestess","Жрица Заката",70,Others,,/skill4416_etc.webp
Citizen,event_teleporter_m,"Event Gatekeeper","Ивентовый Хранитель Портала",70,Others,,/skill4416_etc.webp
Citizen,mineral_trader_shutner,"Shutner","Шутнер",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_53,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_54,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_55,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_56,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,adventurer_agent_town_57,"Adventure Guildsman","Член Гильдии Путешественников",70,Others,,/skill4416_etc.webp
Citizen,clan_merchant_ilia,"Ilia","Илия",70,Others,,/skill4416_etc.webp
Citizen,sir_ruford,"Messenger Ruford","Руфорд",70,Others,,/skill4416_etc.webp
Citizen,carey,"Carey","Кирей",70,Others,,/skill4416_etc.webp
Citizen,dianne,"Dianne","Диана",70,Others,,/skill4416_etc.webp
Citizen,crissy,"Crissy","Крисси",70,Others,,/skill4416_etc.webp
Citizen,albert,"Albert","Альберт",70,Others,,/skill4416_etc.webp
Citizen,korgen,"Korgen","Корген",70,Others,,/skill4416_etc.webp
Citizen,dimaggio,"DiMaggio","ДиМаггио",70,Others,,/skill4416_etc.webp
Citizen,aden_outter_doorman,"Outer Doorman","Привратник Внешних Владений",70,Others,,/skill4416_etc.webp
