Category,Subtype,ID,Name_EN,Name_RU,Grade,PAtk,MAtk,PDef,MDef,Icon,Description_EN
armors,boots,15740,"Sealed Elegia Shoes","Запечатанные Ботинки Элегии",S84,,,74,,/armor_t93_b_i02.webp,"Sealed Elegia Shoes. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,helmet,41,"Cloth Cap","Матерчатая Шляпа",NG,,,13,,/armor_cloth_helmet_i00.webp,"No description for this item"
armors,helmet,42,"Leather Cap","Кожаная Шляпа",NG,,,16,,/armor_leather_helmet_i00.webp,"No description for this item"
armors,helmet,43,"Wooden Helmet","Деревянный Шлем",NG,,,19,,/armor_leather_helmet_i00.webp,"No description for this item"
armors,helmet,44,"Leather Helmet","Кожаный Шлем",NG,,,23,,/armor_leather_helmet_i00.webp,"No description for this item"
armors,helmet,1148,"Hard Leather Helmet","Шлем из Толстой Кожи",NG,,,26,,/armor_leather_helmet_i00.webp,"No description for this item"
armors,helmet,45,"Bone Helmet","Костяной Шлем",D,,,29,,/armor_leather_helmet_i00.webp,"No description for this item"
armors,helmet,46,"Bronze Helmet","Бронзовый Шлем",D,,,33,,/armor_helmet_i00.webp,"No description for this item"
armors,helmet,47,"Helmet","Шлем",D,,,37,,/armor_helmet_i00.webp,"No description for this item"
armors,helmet,7850,"Clan Oath Helm","Шлем Клятвы",D,,,37,,/armor_helmet_i00.webp,"No description for this item"
armors,helmet,2411,"Brigandine Helmet","Панцирный Шлем",D,,,41,,/armor_leather_helmet_i00.webp,"No description for this item"
armors,helmet,2412,"Plate Helmet","Латный Шлем",D,,,44,,/armor_leather_helmet_i00.webp,"No description for this item"
armors,helmet,2413,"Chain Hood","Кольчужный Капюшон",C,,,47,,/armor_leather_helmet_i00.webp,"No description for this item"
armors,helmet,500,"Great Helmet","Большой Шлем",C,,,51,,/armor_helmet_i00.webp,"No description for this item"
armors,helmet,517,"Composite Helmet","Композитный Шлем",C,,,54,,/armor_leather_helmet_i00.webp,"No description for this item"
armors,helmet,1149,"Shining Circlet","Сверкающая Диадема",C,,,54,,/armor_circlet_i00.webp,"No description for this item"
armors,helmet,2414,"Full Plate Helmet","Полный Латный Шлем",C,,,58,,/armor_leather_helmet_i00.webp,"No description for this item"
armors,helmet,503,"Zubei's Helmet","Шлем Зубея",B,,,62,,/armor_helmet_i00.webp,"No description for this item"
armors,helmet,2415,"Avadon Circlet","Диадема Авадона",B,,,62,,/armor_leather_helmet_i00.webp,"No description for this item"
armors,helmet,2416,"Blue Wolf Helmet","Шлем Синего Волка",B,,,66,,/armor_leather_helmet_i00.webp,"No description for this item"
armors,helmet,2417,"Doom Helmet","Шлем Рока",B,,,66,,/armor_leather_helmet_i00.webp,"No description for this item"
armors,helmet,5289,"Sealed Dark Crystal Helmet","Запечатанный Шлем Кристалла Тьмы",A,,,69,,/armor_helmet_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,helmet,5294,"Sealed Tallum Helmet","Запечатанный Шлем Таллума",A,,,69,,/armor_helmet_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,helmet,7870,"Sealed Apella Helm","Запечатанный Шлем Апеллы",A,,,69,,/armor_helmet_i02.webp,"May be worn by a Baron or a higher level Aristocrat.  It can be opened with the help of the Blacksmith of Mammon."
armors,helmet,5312,"Sealed Helm of Nightmare","Запечатанный Шлем Кошмаров",A,,,73,,/armor_leather_helmet_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,helmet,5317,"Sealed Majestic Circlet","Запечатанная Диадема Величия",A,,,73,,/armor_leather_helmet_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,helmet,6679,"Sealed Imperial Crusader Helmet","Запечатанный Шлем Имперского Крестоносца",S,,,83,,/armor_helmet_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,helmet,6683,"Sealed Draconic Leather Helmet","Запечатанный Шлем из Драконьей Кожи",S,,,83,,/armor_leather_helmet_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,helmet,6687,"Sealed Major Arcana Circlet","Запечатанная Диадема Тайн",S,,,83,,/armor_leather_helmet_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,helmet,9526,"Sealed Dynasty Circlet","Запечатанная Диадема Династии",S80,,,92,,/armor_circlet_i02.webp,"Sealed Dynasty Circlet. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,helmet,9516,"Sealed Dynasty Helmet","Запечатанный Шлем Династии",S80,,,92,,/armor_helmet_i02.webp,"Sealed Dynasty Helmet. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,helmet,9521,"Sealed Dynasty Leather Helmet","Запечатанный Кожаный Шлем Династии",S80,,,92,,/armor_leather_helmet_i02.webp,"Sealed Dynasty Leather Helmet. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,helmet,15696,"Sealed Moirai Circlet","Запечатанная Диадема Дестино",S80,,,96,,/armor_circlet_i02.webp,"Sealed Moirai Circlet. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,helmet,15694,"Sealed Moirai Helmet","Запечатанный Шлем Дестино",S80,,,96,,/armor_helmet_i02.webp,"Sealed Moirai Helmet. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,helmet,15695,"Sealed Moirai Leather Helmet","Запечатанный Кожаный Шлем Дестино",S80,,,96,,/armor_leather_helmet_i02.webp,"Sealed Moirai Leather Helmet. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,helmet,13145,"Sealed Vesper Circlet","Запечатанная Диадема Венеры",S84,,,101,,/armor_circlet_i02.webp,"Sealed Vesper Circlet. Seal can be removed by the blacksmith of Mammon or Maestro Ishuma."
armors,helmet,13143,"Sealed Vesper Helmet","Запечатанный Шлем Венеры",S84,,,101,,/armor_helmet_i02.webp,"Sealed Vesper Helmet. Seal can be removed by the blacksmith of Mammon or Maestro Ishuma."
armors,helmet,13144,"Sealed Vesper Leather Helmet","Запечатанный Кожаный Шлем Венеры",S84,,,101,,/armor_leather_helmet_i02.webp,"Sealed Vesper Leather Helmet. Seal can be removed by the blacksmith of Mammon or Maestro Ishuma."
armors,helmet,13148,"Sealed Vesper Noble Circlet","Запечатанная Красивая Диадема Венеры",S84,,,101,,/armor_circlet_i02.webp,"Sealed Vesper Noble Circlet. Seal can be removed by the blacksmith of Mammon or Maestro Ishuma."
armors,helmet,13146,"Sealed Vesper Noble Helmet","Запечатанный Красивый Шлем Венеры",S84,,,101,,/armor_helmet_i02.webp,"Sealed Vesper Noble Helmet. Seal can be removed by the blacksmith of Mammon or Maestro Ishuma."
armors,helmet,13147,"Sealed Vesper Noble Leather Helmet","Запечатанный Красивый Кожаный Шлем Венеры",S84,,,101,,/armor_leather_helmet_i02.webp,"Sealed Vesper Noble Leather Helmet. Seal can be removed by the blacksmith of Mammon or Maestro Ishuma."
armors,helmet,15745,"Sealed Vorpal Circlet","Запечатанная Диадема Верпеса",S84,,,107,,/armor_circlet_i02.webp,"Sealed Vorpal Circlet. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,helmet,15743,"Sealed Vorpal Helmet","Запечатанный Шлем Верпеса",S84,,,107,,/armor_helmet_i02.webp,"Sealed Vorpal Helmet. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,helmet,15744,"Sealed Vorpal Leather Helmet","Запечатанный Кожаный Шлем Верпеса",S84,,,107,,/armor_leather_helmet_i02.webp,"Sealed Vorpal Leather Helmet. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,helmet,15728,"Sealed Elegia Circlet","Запечатанная Диадема Элегии",S84,,,110,,/armor_circlet_i02.webp,"Sealed Elegia Circlet. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,helmet,15726,"Sealed Elegia Helmet","Запечатанный Шлем Элегии",S84,,,110,,/armor_helmet_i02.webp,"Sealed Elegia Helmet. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,helmet,15727,"Sealed Elegia Leather Helmet","Запечатанный Кожаный Шлем Элегии",S84,,,110,,/armor_leather_helmet_i02.webp,"Sealed Elegia Leather Helmet. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,shield,18,"Leather Shield","Кожаный Щит",NG,,,47,,/shield_leather_shield_i00.webp,"No description for this item"
armors,shield,19,"Small Shield","Маленький Щит",NG,,,56,,/shield_small_shield_i00.webp,"No description for this item"
armors,shield,20,"Buckler","Баклер",NG,,,67,,/shield_buckler_i00.webp,"No description for this item"
armors,shield,945,"Skeleton Buckler","Баклер Скелета",NG,,,69,,/shield_skeleton_buckler_i00.webp,"A small wooden shield that perpetrators of mages use."
armors,shield,102,"Round Shield","Круглый Щит",NG,,,79,,/shield_round_shield_i00.webp,"No description for this item"
armors,shield,625,"Bone Shield","Костяной Щит",NG,,,90,,/shield_bone_shield_i00.webp,"No description for this item"
armors,shield,6902,"Pledge Shield","Геральдический Щит",NG,,,90,,/shield_pledge_shield_i00.webp,"A shield that can only be used by the members of a clan that owns a clan hall."
armors,shield,7015,"Shield of Castle Pledge","Геральдический Щит Клана",NG,,,90,,/shield_pledge_shield_i00.webp,"A shield that can only be used by the members of a clan that owns a castle."
armors,shield,626,"Bronze Shield","Бронзовый Щит",D,,,101,,/shield_bronze_shield_i00.webp,"No description for this item"
armors,shield,627,"Aspis","Аспис",D,,,114,,/shield_aspis_i00.webp,"No description for this item"
armors,shield,628,"Hoplon","Хоплон",D,,,128,,/shield_hoplon_i00.webp,"No description for this item"
armors,shield,629,"Kite Shield","Треугольный Щит",D,,,142,,/shield_kite_shield_i00.webp,"No description for this item"
armors,shield,2493,"Brigandine Shield","Панцирный Щит",D,,,142,,/shield_brigandine_shield_i00.webp,"No description for this item"
armors,shield,630,"Square Shield","Прямоугольный Щит",D,,,154,,/shield_square_shield_i00.webp,"No description for this item"
armors,shield,2494,"Plate Shield","Латный Щит",D,,,154,,/shield_plate_shield_i00.webp,"No description for this item"
armors,shield,631,"Eldarake","Элдарейк",C,,,166,,/shield_eldarake_i00.webp,"No description for this item"
armors,shield,2495,"Chain Shield","Кольчужный Щит",C,,,166,,/shield_chain_shield_i00.webp,"No description for this item"
armors,shield,2496,"Dwarven Chain Shield","Кольчужный Щит Гномов",C,,,174,,/shield_dwarven_chain_shield_i00.webp,"No description for this item"
armors,shield,632,"Knight's Shield","Щит Рыцаря",C,,,178,,/shield_knight_shield_i00.webp,"No description for this item"
armors,shield,103,"Tower Shield","Башенный Щит",C,,,190,,/shield_tower_shield_i00.webp,"No description for this item"
armors,shield,107,"Composite Shield","Композитный Щит",C,,,190,,/shield_composite_shield_i00.webp,"No description for this item"
armors,shield,2497,"Full Plate Shield","Полный Латный Щит",C,,,203,,/shield_full_plate_shield_i00.webp,"No description for this item"
armors,shield,633,"Zubei's Shield","Щит Зубея",B,,,216,,/shield_shrnoens_shield_i00.webp,"No description for this item"
armors,shield,673,"Avadon Shield","Щит Авадона",B,,,216,,/shield_avadon_shield_i00.webp,"No description for this item"
armors,shield,110,"Doom Shield","Щит Рока",B,,,230,,/shield_doom_shield_i00.webp,"No description for this item"
armors,shield,5292,"Sealed Dark Crystal Shield","Запечатанный Щит Кристалла Тьмы",A,,,243,,/shield_dark_crystal_shield_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,shield,5315,"Sealed Shield of Nightmare","Запечатанный Щит Кошмаров",A,,,256,,/shield_shield_of_nightmare_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,shield,6678,"Sealed Imperial Crusader Shield","Запечатанный Щит Имперского Крестоносца",S,,,276,,/shield_imperial_crusader_shield_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,shield,9529,"Sealed Dynasty Shield","Запечатанный Щит Династии",S80,,,305,,/shield_dynasty_shield_i01.webp,"Sealed Dynasty Shield. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,shield,15710,"Sealed Moirai Shield","Запечатанный Щит Дестино",S80,,,337,,/weapon_tysandy_shield_i00.webp,"Sealed Moirai Shield. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,shield,14111,"Sealed Vesper Shield","Запечатанный Защитник Венеры",S84,,,352,,/weapon_vesper_verteidiger_i00.webp,"Sealed Vesper Shield. Seal can be removed by the blacksmith of Mammon or Maestro Ishuma."
armors,shield,15758,"Sealed Vorpal Shield","Запечатанный Щит Верпеса",S84,,,379,,/evilgate_shield_i00.webp,"Sealed Vorpal Shield. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,shield,15741,"Sealed Elegia Shield","Запечатанный Щит Элегии",S84,,,392,,/heavengate_shield_i00.webp,"Sealed Elegia Shield. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,sigil,13886,"Sealed Dynasty Sigil","Запечатанный Символ Династии",S80,,,15,,/armor_dynasty_sigil_i01.webp,"Sealed Dynasty Sigil. Seal can be removed by the blacksmith of Mammon."
armors,sigil,15709,"Sealed Moirai Sigil","Запечатанный Символ Дестино",S80,,,16,,/weapon_tysandy_sigil_i00.webp,"Sealed Moirai Sigil. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,sigil,13887,"Sealed Vesper Sigil","Запечатанный Символ Венеры",S84,,,17,,/armor_verper_sigil_i01.webp,"Sealed Vesper Sigil. Seal can be removed by the blacksmith of Mammon and Maestro Ishuma."
armors,sigil,15759,"Sealed Vorpal Sigil","Запечатанный Символ Верпеса",S84,,,19,,/belleface_i00.webp,"Sealed Vorpal Sigil. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,sigil,15742,"Sealed Elegia Sigil","Запечатанный Символ Элегии",S84,,,21,,/weapon_pricklelotus_i00.webp,"Sealed Elegia Sigil. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
accessories,necklace,118,"Necklace of Magic","Ожерелье Магии",NG,,,,15,/accessary_necklace_of_magic_i00.webp,"No description for this item"
accessories,necklace,1506,"Necklace of Courage","Ожерелье Бесстрашия",NG,,,,15,/accessary_necklace_of_courage_i00.webp,"A necklace that is given to young Orcs who have proven their courage."
accessories,necklace,906,"Necklace of Knowledge","Ожерелье Знаний",NG,,,,18,/accessary_necklace_of_knowledge_i00.webp,"A silver necklace engraved with rune characters of knowledge."
accessories,necklace,907,"Necklace of Anguish","Ожерелье Мучений",NG,,,,21,/accessary_necklace_of_anguish_i00.webp,"A silver necklace engraved with rune characters of anguish."
accessories,necklace,1507,"Necklace of Valor","Ожерелье Доблести",NG,,,,21,/accessary_necklace_of_valor_i00.webp,"A necklace that is given to young Orcs who have proven their valor."
accessories,necklace,908,"Necklace of Wisdom","Ожерелье Мудрости",NG,,,,25,/accessary_necklace_of_wisdom_i00.webp,"No description for this item"
accessories,necklace,909,"Blue Diamond Necklace","Ожерелье с Синим Алмазом",NG,,,,28,/accessary_blue_diamond_necklace_i00.webp,"No description for this item"
accessories,necklace,910,"Necklace of Devotion","Ожерелье Преданности",D,,,,32,/accessary_necklace_of_devotion_i00.webp,"No description for this item"
accessories,necklace,911,"Enchanted Necklace","Зачарованное Ожерелье",D,,,,36,/accessary_enchanted_necklace_i00.webp,"No description for this item"
accessories,necklace,912,"Near Forest Necklace","Ожерелье Подлеска",D,,,,40,/accessary_near_forest_necklace_i00.webp,"No description for this item"
accessories,necklace,913,"Elven Necklace","Ожерелье Эльфов",D,,,,45,/accessary_elven_necklace_i00.webp,"No description for this item"
accessories,necklace,914,"Necklace of Darkness","Ожерелье Тьмы",D,,,,48,/accessary_necklace_of_darkness_i00.webp,"No description for this item"
accessories,necklace,915,"Aquastone Necklace","Бирюзовое Ожерелье",C,,,,52,/accessary_aquastone_necklace_i00.webp,"No description for this item"
accessories,necklace,916,"Necklace of Protection","Ожерелье Защиты",C,,,,56,/accessary_necklace_of_protection_i00.webp,"No description for this item"
accessories,necklace,917,"Necklace of Mermaid","Ожерелье Русалки",C,,,,60,/accessary_necklace_of_mermaid_i00.webp,"No description for this item"
accessories,necklace,119,"Necklace of Binding","Ожерелье Печати",C,,,,64,/accessary_necklace_of_binding_i00.webp,"No description for this item"
accessories,necklace,918,"Adamantite Necklace","Адамантитовое Ожерелье",B,,,,68,/accessary_adamantite_necklace_i00.webp,"No description for this item"
accessories,necklace,931,"Necklace of Grace","Ожерелье Грации",B,,,,68,/accessary_necklace_of_grace_i00.webp,"No description for this item"
accessories,necklace,926,"Necklace of Black Ore","Черное Ожерелье",B,,,,72,/accessary_necklace_of_black_ore_i00.webp,"No description for this item"
accessories,necklace,6323,"Sealed Phoenix Necklace","Запечатанное Ожерелье Феникса",A,,,,76,/accessary_phoenixs_necklace_i02.webp,"The seal can be broken with the help of the Blacksmith of Mammon. When the seal is broken, the effects of M. Def+4 and MP+26 are given."
accessories,necklace,6326,"Sealed Majestic Necklace","Запечатанное Ожерелье Величия",A,,,,80,/accessary_inferno_necklace_i02.webp,"The seal can be broken with the help of the Blacksmith of Mammon. When the seal is broken, the effects of M. Def.+5 and MP+33 are given."
accessories,necklace,6726,"Sealed Tateossian Necklace","Запечатанное Ожерелье Татеосса",S,,,,91,/accessory_tateossian_necklace_i02.webp,"The seal can be broken with the help of the Blacksmith of Mammon. Once the seal is broken, the effect of M. Def+4 and MP+42 are given."
accessories,necklace,9453,"Sealed Dynasty Necklace","Запечатанное Ожерелье Династии",S80,,,,95,/accessary_dynasty_necklace_i01.webp,"Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma. When the seal is released, M. Def. +11 and MP +46."
accessories,necklace,15768,"Sealed Moirai Necklace","Запечатанное Ожерелье Дестино",S80,,,,101,/accessary_sealed_bluelycan_necklace_i00.webp,"Sealed Moirai Necklace. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma. When the seal is released, has an M. Def. +14 and MP+48."
accessories,necklace,14161,"Sealed Vesper Necklace","Запечатанное Ожерелье Венеры",S84,,,,110,/vesper_necklace_i01.webp,"Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma. When the seal is released, the effect is M. Def.+15 and MP+50."
accessories,necklace,15765,"Sealed Vorpal Necklace","Запечатанное Ожерелье Верпеса",S84,,,,115,/accessary_sealed_ponshrnoen_necklace_i00.webp,"Sealed Vorpal Necklace. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma. When the seal is released, has an M. Def. +16 and MP+51."
accessories,necklace,15762,"Sealed Elegia Necklace","Запечатанное Ожерелье Элегии",S84,,,,121,/accessary_sealed_verpes_necklace_i00.webp,"Sealed Elegia Necklace. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma. When the seal is released, has an M. Def. +17 and MP+52."
accessories,earring,112,"Apprentice's Earring","Серьга Ученика",NG,,,,11,/accessary_apprentices_earing_i00.webp,"No description for this item"
accessories,earring,113,"Mystic's Earring","Серьга Мистика",NG,,,,13,/accessary_mage_earing_i00.webp,"No description for this item"
accessories,earring,114,"Earring of Strength","Серьга Силы",NG,,,,16,/accessary_earing_of_strength_i00.webp,"No description for this item"
accessories,earring,115,"Earring of Wisdom","Серьга Мудрости",NG,,,,16,/accessary_earing_of_wisdom_i00.webp,"No description for this item"
accessories,earring,845,"Cat's Eye Earring","Серьга Кошачьего Глаза",NG,,,,19,/accessary_catseye_earing_i00.webp,"No description for this item"
accessories,earring,846,"Coral Earring","Коралловая Серьга",NG,,,,21,/accessary_coral_earing_i00.webp,"No description for this item"
accessories,earring,847,"Red Crescent Earring","Серьга Багрового Полумесяца",D,,,,24,/accessary_red_cresent_earing_i00.webp,"No description for this item"
accessories,earring,848,"Enchanted Earring","Зачарованная Серьга",D,,,,27,/accessary_enchanted_earing_i00.webp,"No description for this item"
accessories,earring,849,"Tiger's Eye Earring","Серьга Тигрового Глаза",D,,,,30,/accessary_tigerseye_earing_i00.webp,"No description for this item"
accessories,earring,850,"Elven Earring","Серьга Эльфов",D,,,,34,/accessary_elven_earing_i00.webp,"No description for this item"
accessories,earring,851,"Omen Beast's Eye Earring","Серьга Зверя Знамения",D,,,,36,/accessary_onyxbeastseye_earing_i00.webp,"No description for this item"
accessories,earring,852,"Moonstone Earring","Серьга Лунного Камня",C,,,,39,/accessary_moonstone_earing_i00.webp,"No description for this item"
accessories,earring,853,"Earring of Protection","Серьга Защиты",C,,,,42,/accessary_earing_of_protection_i00.webp,"No description for this item"
accessories,earring,854,"Earring of Binding","Серьга Печати",C,,,,45,/accessary_earing_of_binding_i00.webp,"No description for this item"
accessories,earring,855,"Nassen's Earring","Серьга Нассена",C,,,,48,/accessary_nassens_earing_i00.webp,"No description for this item"
accessories,earring,856,"Adamantite Earring","Адамантитовая Серьга",B,,,,51,/accessary_adamantite_earing_i00.webp,"No description for this item"
accessories,earring,864,"Earring of Black Ore","Черная Серьга",B,,,,54,/accessary_earing_of_black_ore_i00.webp,"No description for this item"
accessories,earring,6324,"Sealed Phoenix Earring","Запечатанная Серьга Феникса",A,,,,57,/accessary_phoenixs_earing_i02.webp,"The seal can be broken with the help of the Blacksmith of Mammon. When the seal is broken, the effects of M. Def.+3 and MP+20 are given."
accessories,earring,6327,"Sealed Majestic Earring","Запечатанная Серьга Величия",A,,,,60,/accessary_inferno_earing_i02.webp,"The seal can be broken with the help of the Blacksmith of Mammon. When the seal is broken, the effects of M. Def.+3 and MP+25 are given."
accessories,earring,6724,"Sealed Tateossian Earring","Запечатанная Серьга Татеосса",S,,,,68,/accessory_tateossian_earring_i02.webp,"The seal can be broken with the help of the Blacksmith of Mammon. When the seal is broken, the effect of M. Def+3 and MP+31 is given."
accessories,earring,9452,"Sealed Dynasty Earring","Запечатанная Серьга Династии",S80,,,,71,/accessary_dynasty_earing_i01.webp,"Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma. When the seal is released, M. Def. +15 and MP +50."
accessories,earring,15767,"Sealed Moirai Earring","Запечатанная Серьга Дестино",S80,,,,76,/accessary_sealed_bluelycan_earring_i00.webp,"Sealed Moirai Earring. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma. When the seal is released, has M. Def. +10 and MP+36."
accessories,earring,14160,"Sealed Vesper Earring","Запечатанная Серьга Венеры",S84,,,,83,/vesper_earring_i01.webp,"Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma. When the seal is released, the effect is M. Def. +11 and MP+37."
accessories,earring,15764,"Sealed Vorpal Earring","Запечатанная Серьга Верпеса",S84,,,,86,/accessary_sealed_ponshrnoen_earring_i00.webp,"Sealed Vorpal Earring. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma. When the seal is released, has an M. Def. +12 and MP+38."
accessories,earring,15761,"Sealed Elegia Earring","Запечатанная Серьга Элегии",S84,,,,92,/accessary_sealed_verpes_earring_i00.webp,"Sealed Elegia Earring. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma. When the seal is released, has an M. Def. +12 and MP+39."
accessories,ring,116,"Magic Ring","Магическое Кольцо",NG,,,,7,/accessary_magic_ring_i00.webp,"No description for this item"
accessories,ring,875,"Ring of Knowledge","Кольцо Знаний",NG,,,,9,/accessary_ring_of_knowledge_i00.webp,"A gold ring with delicately engraved rune characters of knowledge."
accessories,ring,876,"Ring of Anguish","Кольцо Мучений",NG,,,,11,/accessary_ring_of_anguish_i00.webp,"A gold ring with engraved rune characters of anguish."
accessories,ring,1508,"Ring of Raccoon","Кольцо Енота",NG,,,,11,/accessary_ring_of_raccoon_i00.webp,"A ring given to apprentices of the Bronze Key Guild."
accessories,ring,1509,"Ring of Firefly","Кольцо Светлячка",NG,,,,11,/accessary_ring_of_firefly_i00.webp,"A ring given to apprentices of the Black Anvil Guild."
accessories,ring,877,"Ring of Wisdom","Кольцо Мудрости",NG,,,,12,/accessary_ring_of_wisdom_i00.webp,"No description for this item"
accessories,ring,878,"Blue Coral Ring","Синее Коралловое Кольцо",NG,,,,14,/accessary_blue_coral_ring_i00.webp,"No description for this item"
accessories,ring,890,"Ring of Devotion","Кольцо Преданности",D,,,,16,/accessary_ring_of_devotion_i00.webp,"No description for this item"
accessories,ring,879,"Enchanted Ring","Зачарованное Кольцо",D,,,,18,/accessary_enchanted_ring_i00.webp,"No description for this item"
accessories,ring,880,"Black Pearl Ring","Кольцо из Черного Жемчуга",D,,,,20,/accessary_black_pearl_ring_i00.webp,"No description for this item"
accessories,ring,881,"Elven Ring","Кольцо Эльфов",D,,,,22,/accessary_elven_ring_i00.webp,"No description for this item"
accessories,ring,882,"Mithril Ring","Мифриловое Кольцо",D,,,,24,/accessary_mithril_ring_i00.webp,"No description for this item"
accessories,ring,883,"Aquastone Ring","Бирюзовое Кольцо",C,,,,26,/accessary_aquastone_ring_i00.webp,"No description for this item"
accessories,ring,884,"Ring of Protection","Кольцо Защиты",C,,,,28,/accessary_ring_of_protection_i00.webp,"No description for this item"
accessories,ring,885,"Ring of Ages","Кольцо Эпох",C,,,,30,/accessary_ring_of_ages_i00.webp,"No description for this item"
accessories,ring,886,"Ring of Binding","Кольцо Печати",C,,,,32,/accessary_ring_of_binding_i00.webp,"No description for this item"
accessories,ring,887,"Adamantite Ring","Адамантитовое Кольцо",B,,,,34,/accessary_adamantite_ring_i00.webp,"No description for this item"
accessories,ring,895,"Ring of Black Ore","Черное Кольцо",B,,,,36,/accessary_ring_of_black_ore_i00.webp,"No description for this item"
accessories,ring,6660,"Ring of Queen Ant","Кольцо Королевы Муравьев",B,,,,48,/accessory_ring_of_queen_ant_i00.webp,"Produces the following effects: MP +21, 60% increase in resistance to poisoning, increase in accuracy, increase in critical damage, and 40% increase in resistance to hold.  If a character wears two identical rings, only the effect of one ring will be appl"
accessories,ring,6325,"Sealed Phoenix Ring","Запечатанное Кольцо Феникса",A,,,,38,/accessary_phoenixs_ring_i02.webp,"The seal can be broken with the help of the Blacksmith of Mammon. When the seal is broken, the effects of M. Def.+2 and MP+13 are given."
accessories,ring,6328,"Sealed Majestic Ring","Запечатанное Кольцо Величия",A,,,,40,/accessary_inferno_ring_i02.webp,"The seal can be broken with the help of the Blacksmith of Mammon. When the seal is broken, the effects of M. Def.+2 and MP+17 are given."
accessories,ring,6725,"Sealed Tateossian Ring","Запечатанное Кольцо Татеосса",S,,,,46,/accessory_tateossian_ring_i02.webp,"The seal of this item can be broken by going through the Blacksmith of Mammon. When the seal is broken, it will produce the effects of M. Def. +2 and MP+21."
accessories,ring,9454,"Sealed Dynasty Ring","Запечатанное Кольцо Династии",S80,,,,53,/accessary_dynasty_ring_i01.webp,"Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma. When the seal is released, M. Def. +7 and MP +23."
accessories,ring,15766,"Sealed Moirai Ring","Запечатанное Кольцо Дестино",S80,,,,53,/accessary_sealed_bluelycan_ring_i00.webp,"Sealed Moirai Ring. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma. When the seal is released, has an M. Def. +7 and MP+24."
accessories,ring,14162,"Sealed Vesper Ring","Запечатанное Кольцо Венеры",S84,,,,55,/vesper_ring_i01.webp,"Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma. When the seal is released, the effect is M. Def.+7 and MP+25."
accessories,ring,15763,"Sealed Vorpal Ring","Запечатанное Кольцо Верпеса",S84,,,,57,/accessary_sealed_ponshrnoen_ring_i00.webp,"Sealed Vorpal Ring. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma. When the seal is released, has an M. Def. +8 and MP+26."
accessories,ring,15760,"Sealed Elegia Ring","Запечатанное Кольцо Элегии",S84,,,,61,/accessary_sealed_verpes_ring_i00.webp,"Sealed Elegia Ring. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma. When the seal is released, has an M. Def. +8 and MP+27."
