ID,Name_EN,Name_RU,Type,Levels,Icon
4970-raid-boss-priest-hisilrome,"Raid Boss - Level 65","Рейдовый Босс - Уровень 65",passive,1,/skillraid.webp
4971-raid-boss-magician-kenishee,"Raid Boss - Level 53","Рейдовый Босс - Уровень 53",passive,1,/skillraid.webp
4972-raid-boss-chief-mate-tilion,"Raid Boss - Level 50","Рейдовый Босс - Уровень 50",passive,1,/skillraid.webp
4973-raid-boss-water-spirit-lian,"Raid Boss - Level 40","Рейдовый Босс - Уровень 40",passive,1,/skillraid.webp
4974-raid-boss-gwindorr,"Raid Boss - Level 40","Рейдовый Босс - Уровень 40",passive,1,/skillraid.webp
4975-raid-boss-niniel-spirit-eva,"Raid Boss - Level 55","Рейдовый Босс - Уровень 55",passive,1,/skillraid.webp
4976-raid-boss-papurrion-pingolpin,"Raid Boss - Level 52","Рейдовый Босс - Уровень 52",passive,1,/skillraid.webp
4977-raid-boss-istary-papurrion,"Raid Boss - Level 45","Рейдовый Босс - Уровень 45",passive,1,/skillraid.webp
4978-raid-boss-fenril-hound-kerinne,"Raid Boss - Level 81","Рейдовый Босс - Уровень 81",passive,1,/skillraid.webp
4979-raid-boss-fenril-hound-freki,"Raid Boss - Level 82","Рейдовый Босс - Уровень 82",passive,1,/skillraid.webp
4980-raid-boss-fenril-hound-uruz,"Raid Boss - Level 83","Рейдовый Босс - Уровень 83",passive,1,/skillraid.webp
4981-raid-boss-fenril-hound-kinaz,"Raid Boss - Level 84","Рейдовый Босс - Уровень 84",passive,1,/skillraid.webp
4982-raid-boss-valakas-sentinel-ixion,"Raid Boss - Level 85","Рейдовый Босс - Уровень 85",passive,1,/skillraid.webp
4983-raid-boss-mammons-collector-talos,"Raid Boss - Level 25","Рейдовый Босс - Уровень 25",passive,1,/skillraid.webp
4984-raid-boss-flamestone-golem,"Raid Boss - Level 44","Рейдовый Босс - Уровень 44",passive,1,/skillraid.webp
4985-raid-boss-faf-herald-lokness,"Raid Boss - Level 70","Рейдовый Босс - Уровень 70",passive,1,/skillraid.webp
4986-raid-boss-wdragon-priest-sheshark,"Raid Boss - Level 72","Рейдовый Босс - Уровень 72",passive,1,/skillraid.webp
4987-raid-boss-krokian-padisha-sobekk,"Raid Boss - Level 74","Рейдовый Босс - Уровень 74",passive,1,/skillraid.webp
4988-raid-boss-ocean-flame-ashakiel,"Raid Boss - Level 76","Рейдовый Босс - Уровень 76",passive,1,/skillraid.webp
400-tribunal,"Tribunal","Трибунал",active,10,/skill0400.webp
401-judgment-hate,"Judgment","Judgment",active,10,/skill0401.webp
402-arrest,"Arrest","Арест",active,10,/skill0402.webp
403-shackle,"Shackle","Кандалы",active,10,/skill0403.webp
404-mass-shackling,"Mass Shackling","Mass Shackling",active,5,/skill0404.webp
405-banish-undead,"Banish Undead","Изгнать Нежить",active,10,/skill0405.webp
406-angelic-icon,"Angelic Icon","Angelic Icon",active,3,/skill0406.webp
407-psycho-symphony,"Psycho Symphony","Ментальная Симфония",active,10,/skill0407.webp
408-demonic-blade-dance,"Demonic Blade Dance","Demonic Blade Dance",active,10,/skill0408.webp
409-critical-blow,"Critical Blow","Критический Удар",active,10,/skill0409.webp
410-mortal-strike,"Mortal Strike","Mortal Strike",active,3,/skill0410.webp
411-stealth,"Stealth","Скрытность",active,3,/skill0411.webp
412-sand-bomb,"Sand Bomb","Песочная Бомба",active,10,/skill0412.webp
413-rapid-fire,"Rapid Fire","Беглый Огонь",active,8,/skill0413.webp
414-dead-eye,"Dead Eye","Мертвый Глаз",active,8,/skill0414.webp
415-spirit-of-sagittarius,"Spirit of Sagittarius","Дух Стрельца",active,3,/skill0415.webp
416-blessing-of-sagittarius,"Blessing of Sagittarius","Благословение Стрельца",active,3,/skill0416.webp
417-pain-of-sagittarius,"Pain of Sagittarius","Боль Стрельца",active,5,/skill0417.webp
418-quiver-of-holding,"Quiver of Holding","Второй Колчан",passive,3,/skill0418.webp
419-summon-treasure-key,"Summon Treasure Key","Призвать Ключ Сокровищ",active,4,/skill0419.webp
420-zealot,"Zealot","Фанатик",active,3,/skill0420.webp
421-fell-swoop,"Fell Swoop","Fell Swoop",active,5,/skill0421.webp
422-polearm-accuracy,"Polearm Accuracy","Точность Копья",toggle,3,/skill0422.webp
423-infernal-form,"Infernal Form","Infernal Form",active,3,/skill0423.webp
424-war-frenzy,"War Frenzy","Безумие Войны",toggle,3,/skill0424.webp
425-hawk-spirit-totem,"Hawk Spirit Totem","Hawk Spirit Totem",active,1,/skill0425.webp
1380-betray,"Betray","Предательство",active,10,/skill1380.webp
1381-mass-fear,"Mass Fear","Mass Fear",active,5,/skill1381.webp
1382-mass-gloom,"Mass Gloom","Mass Gloom",active,5,/skill1382.webp
1383-mass-surrender-to-fire,"Mass Surrender to Fire","Всеобщее Предание Огню",active,5,/skill1383.webp
1384-mass-surrender-to-water,"Mass Surrender to Water","Всеобщее Предание Воде",active,5,/skill1384.webp
1385-mass-surrender-to-wind,"Mass Surrender to Wind","Всеобщее Предание Воздуху",active,5,/skill1385.webp
1386-arcane-distruption,"Arcane Disruption","Arcane Disruption",active,10,/skill1386.webp
1387-summon-cursed-bones,"Summon Cursed Bones","Summon Cursed Bones",active,3,/skill1387.webp
1388-greater-might,"Greater Might","Великое Могущество",active,3,/skill1388.webp
1389-greater-shield,"Greater Shield","Великий Щит",active,3,/skill1389.webp
1390-war-chant,"War Chant","War Chant",active,3,/skill1390.webp
1391-earth-chant,"Earth Chant","Earth Chant",active,3,/skill1391.webp
1392-holy-resistance,"Holy Resistance","Holy Resistance",active,3,/skill1392.webp
1393-unholy-resistance,"Unholy Resistance","Unholy Resistance",active,3,/skill1393.webp
1394-trance,"Trance","Транс",active,10,/skill1394.webp
1395-erase,"Erase","Изгнание",active,10,/skill1395.webp
1396-magical-backfire,"Magical Backfire","Магический Встречный Пожар",active,10,/skill1396.webp
1397-clarity,"Clarity","Чистота",active,3,/skill1397.webp
1398-mana-burn,"Mana Burn","Горение Маны",active,10,/skill1398.webp
1399-mana-storm,"Mana Storm","Шторм Маны",active,5,/skill1399.webp
1400-turn-undead,"Turn Undead","Испугать Нежить",active,10,/skill1400.webp
1401-major-heal,"Major Heal","Основное Лечение",active,11,/skill1401.webp
1402-major-group-heal,"Major Group Heal","Групповое Основное Лечение",active,5,/skill1402.webp
1403-summon-friends,"Summon Friend","Summon Friend",active,1,/skill1403.webp
2286-scroll-recovery-no-grade,"Scroll: Recovery (No Grade)","Scroll: Recovery (No Grade)",active,6,/skill0000.webp
2287-elixir-of-hp-no,"Elixir of Life (No Grade)","Elixir of Life (No Grade)",active,6,/skill0000.webp
2288-elixir-of-mp-no,"Elixir of Mental Strength (No Grade)","Elixir of Mental Strength (No Grade)",active,6,/skill0000.webp
2289-elixir-of-cp-no,"Elixir of CP (No Grade)","Elixir of CP (No Grade)",active,6,/skill0000.webp
2290-coffer-of-shadows,"Coffer of Shadows","Coffer of Shadows",active,1,/skill0000.webp
3605-oath-heavy,"Clan Oath Heavy Armor Set","Clan Oath Heavy Armor Set",passive,1,/armor_t1001_ul_i00.webp
3606-oath-light,"Clan Oath Light Armor Set","Clan Oath Light Armor Set",passive,1,/armor_t1002_ul_i00.webp
3607-oath-robe,"Clan Oath Robe Set","Clan Oath Robe Set",passive,1,/armor_t1003_ul_i00.webp
3603-zariche-weapon,"Demon Sword Zariche","Demon Sword Zariche",passive,10,/weapon_unique_zariche_i00.webp
3629-akamanah-weapon,"Blood Sword Akamanah","Blood Sword Akamanah",passive,10,/weapon_dual_sword_i00.webp
370-pledge-vitality,"Clan Vitality","Clan Vitality",passive,3,/skill0370.webp
371-pledge-spirituality,"Clan Spirituality","Clan Spirituality",passive,3,/skill0371.webp
372-pledge-essence,"Clan Essence","Clan Essence",passive,3,/skill0372.webp
373-pledge-lifeblood,"Clan Lifeblood","Clan Lifeblood",passive,3,/skill0373.webp
374-pledge-morale,"Clan Morale","Clan Morale",passive,3,/skill0374.webp
375-pledge-clarity,"Clan Clarity","Clan Clarity",passive,3,/skill0375.webp
376-pledge-might,"Clan Might","Clan Might",passive,3,/skill0376.webp
377-pledge-aegis,"Clan Aegis","Clan Aegis",passive,3,/skill0377.webp
378-pledge-empowerment,"Clan Empowerment","Clan Empowerment",passive,3,/skill0378.webp
379-pledge-magic-protection,"Clan Magic Protection","Clan Magic Protection",passive,3,/skill0379.webp
380-pledge-guidance,"Clan Guidance","Clan Guidance",passive,3,/skill0380.webp
381-pledge-agility,"Clan Agility","Clan Agility",passive,3,/skill0381.webp
382-pledge-withstand-attack,"Clan Withstand-Attack","Clan Withstand-Attack",passive,3,/skill0382.webp
383-pledge-shield-boost,"Clan Shield Boost","Clan Shield Boost",passive,3,/skill0383.webp
384-pledge-cyclonic-resistance,"Clan Cyclonic Resistance","Clan Cyclonic Resistance",passive,3,/skill0384.webp
385-pledge-magmatic-resistance,"Clan Magmatic Resistance","Clan Magmatic Resistance",passive,3,/skill0385.webp
386-pledge-fortitude,"Clan Fortitude","Clan Fortitude",passive,3,/skill0386.webp
387-pledge-freedom,"Clan Freedom","Clan Freedom",passive,3,/skill0387.webp
388-pledge-vigilance,"Clan Vigilance","Clan Vigilance",passive,3,/skill0388.webp
389-pledge-march,"Clan March","Clan March",passive,3,/skill0389.webp
390-pledge-luck,"Clan Luck","Clan Luck",passive,3,/skill0390.webp
391-pledge-imperium,"Clan Imperium","Clan Imperium",passive,1,/skill0391.webp
5135-summon-slash,"Slash","Slash",active,1,/skill0000.webp
5136-summon-spin-slash,"Spin Slash","Spin Slash",active,1,/skill0000.webp
5137-summon-hold-of-king,"Hold of King","Hold of King",active,1,/skill1201.webp
5138-summon-whooping,"Whooping","Whooping",active,1,/skill0100.webp
5139-summon-ranging-wave,"Tidal Wave","Tidal Wave",active,1,/skill0000.webp
5140-summon-force-of-curse,"Force Curse","Force Curse",active,1,/skill1160.webp
5141-summon-cutter,"Cutter","Cutter",active,1,/skill0000.webp
5142-summon-corpse-burst,"Corpse Burst","Corpse Burst",active,1,/skill0000.webp
428-inner-rhythm,"Inner Rhythm","Чувство Ритма",passive,1,/skill0428.webp
429-knight-hood,"Knighthood","Knighthood",passive,1,/skill0429.webp
430-master-of-combat,"Master of Combat","Мастер Схватки",passive,1,/skill0430.webp
431-archery,"Archery","Стрельба",passive,1,/skill0431.webp
432-assasination,"Assassination","Assassination",passive,1,/skill0432.webp
433-arcane-lore,"Arcane Roar","Колдовской Рык",passive,1,/skill0433.webp
434-necromancy,"Necromancy","Некромантия",passive,1,/skill0434.webp
435-summon-lore,"Summon Roar","Призыв Знания",passive,1,/skill0435.webp
436-divine-lore,"Divine Roar","Божественное Знание",passive,1,/skill0436.webp
437-song-of-silence,"Song of Silence","Песня Тишины",active,1,/skill0437.webp
438-spirit-of-the-phoenix,"Soul of the Phoenix","Soul of the Phoenix",active,1,/skill0438.webp
439-shield-of-revenge,"Shield of Revenge","Щит Возмездия",active,1,/skill0439.webp
440-braveheart,"Braveheart","Храброе Сердце",active,1,/skill0440.webp
441-force-meditation,"Force Meditation","Силовая Медитация",active,1,/skill0441.webp
442-sonic-barrier,"Sonic Barrier","Звуковой Барьер",active,1,/skill0442.webp
443-force-barrier,"Force Barrier","Силовой Барьер",active,1,/skill0443.webp
444-festive-sweeper,"Festive Sweeper","Festive Sweeper",active,1,/skill0444.webp
5144-mirage-tigger,"Mirage","Mirage",active,1,/skill0000.webp
445-mirage,"Mirage","Мираж",active,1,/skill0445.webp
446-dodge,"Dodge","Dodge",active,1,/skill0446.webp
447-counterattack,"Counterattack","Counterattack",active,1,/skill0447.webp
448-summon-swoop-cannon,"Summon Swoop Cannon","Призвать Штурмовое Орудие",active,1,/skill0448.webp
449-summon-summon-attract-cubic,"Summon Attractive Cubic","Summon Attractive Cubic",active,4,/skill0449.webp
5115-cubic-hate,"Cubic Hate","Сфера Ненависти",active,4,/skill0100.webp
5116-cubic-hold,"Hold","Удержание",active,4,/skill4047.webp
450-banish-seraph,"Banish Seraph","Banish Seraph",active,10,/skill0450.webp
451-sonic-move,"Sonic Move","Звуковое Движение",active,2,/skill0451.webp
452-shock-stomp,"Shock Stomp","Shock Stomp",active,5,/skill0452.webp
453-escape-shackle,"Escape Shackle","Разорвать Оковы",active,1,/skill0453.webp
461-break-duress,"Break Duress","Прервать Заключение",active,2,/skill0461.webp
1405-divine-inspiration,"Divine Inspiration","Divine Inspiration",passive,10,/skill1405.webp
1406-summon-king-of-kat,"Summon Feline King","Summon Feline King",active,1,/skill1406.webp
1407-summon-unicorn-of-magnus,"Summon Magnus the Unicorn","Summon Magnus the Unicorn",active,1,/skill1407.webp
1408-summon-spectral-lord,"Summon Spectral Knight","Призвать Призрачного Лорда",active,1,/skill1408.webp
1409-cleanse,"Cleanse","Искупление",active,1,/skill1409.webp
1410-salvation,"Salvation","Спасение",active,1,/skill1410.webp
1411-mystic-immunity,"Mystic Immunity","Мистический Иммунитет",active,1,/skill1411.webp
1412-spell-turning,"Spell Turning","Отмена Чтения Заклинаний",active,1,/skill1412.webp
1413-chant-of-magnus,"Magnus' Chant","Напев Магнуса",active,1,/skill1413.webp
1414-victories-of-paagrio,"Victories of Pa'agrio","Victories of Pa'agrio",active,1,/skill1414.webp
1415-paagrios-emblem,"Pa'agrio's Emblem","Pa'agrio's Emblem",active,1,/skill1415.webp
1416-paagrios-fist,"Pa'agrio's Fist","Pa'agrio's Fist",active,1,/skill1416.webp
1417-aura-flash,"Aura Flash","Вспышка Ауры",active,5,/skill1417.webp
1418-celestial-shield,"Celestial Shield","Небесный Щит",active,1,/skill1418.webp
1429-gate-chant,"Gate Chant","Gate Chant",active,1,/skill1429.webp
1430-invocation,"Invocation","Медитация",active,5,/skill1430.webp
5109-display-clan-gate,"Production - Clan Gate","Производство - Врата Клана",active,1,/skill0000.webp
5110-swoop-mid-rande-shot,"Swoop Mid-Range Shot","Swoop Mid-Range Shot",active,1,/skill0000.webp
5111-swoop-long-rande-shot,"Swoop Long-Range Shot","Swoop Long-Range Shot",active,1,/skill0000.webp
7035-swoop-shot-display,"Display - Swoop Cannon","Display - Swoop Cannon",active,1,/skill0000.webp
426-battle-force,"Battle Stance","Battle Stance",active,1,/skill0426.webp
427-spell-force,"Spell Stance","Spell Stance",active,1,/skill0427.webp
5104-attach-battle-force,"Battle Force","Battle Force",active,3,/skill0426.webp
5105-attach-spell-force,"Spell Force","Spell Force",active,3,/skill0427.webp
1425-purification-field,"Purification Field","Поле Очищения",active,1,/skill1425.webp
1426-miracle,"Miracle","Miracle",active,1,/skill1426.webp
1427-flames-of-invincibility,"Flames of Invincibility","Flames of Invincibility",active,1,/skill1427.webp
1428-mass-recharge,"Mass Recharge","Массовое Восстановление",active,1,/skill1428.webp
454-symbol-of-defence,"Symbol of Defense","Symbol of Defense",active,1,/skill0454.webp
5123-symbol-of-defence,"Maximum Defense","Maximum Defense",active,1,/skill0454.webp
455-symbol-of-noise,"Symbol of Noise","Символ Шума",active,1,/skill0455.webp
5124-symbol-of-noise,"Anti-Music","Символ Шума",active,1,/skill0000.webp
456-symbol-of-resistance,"Symbol of Resistance","Символ Сопротивления",active,1,/skill0456.webp
5125-symbol-of-resistance,"Maximum Resist Status","Символ Сопротивления",active,1,/skill0456.webp
457-symbol-of-honor,"Symbol of Honor","Symbol of Honor",active,1,/skill0457.webp
5126-symbol-of-honor,"Maximum Recovery","Maximum Recovery",active,1,/skill0457.webp
458-symbol-of-energy,"Symbol of Energy","Символ Энергии",active,1,/skill0458.webp
5127-symbol-of-energy,"Recover Force","Символ Энергии",active,1,/skill0458.webp
459-symbol-of-sniper,"Symbol of the Sniper","Символ Снайпера",active,1,/skill0459.webp
5128-symbol-of-sniper,"Maximum Archery","Символ Снайпера",active,1,/skill0459.webp
460-symbol-of-assassin,"Symbol of the Assassin","Символ Убийцы",active,1,/skill0460.webp
5129-symbol-of-assassin,"Smokescreen","Символ Убийцы",active,1,/skill0460.webp
1419-volcano,"Volcano","Вулкан",active,1,/skill1419.webp
5130-volcano,"Volcano","Вулкан",active,1,/skill0000.webp
1420-cyclone,"Cyclone","Циклон",active,1,/skill1420.webp
5132-cyclone,"Cyclone","Циклон",active,1,/skill0000.webp
1421-raging-waves,"Raging Waves","Raging Waves",active,1,/skill1421.webp
5131-raging-waves,"Tsunami","Tsunami",active,1,/skill0000.webp
1422-day-of-doom,"Day of Doom","Судный День",active,1,/skill1422.webp
5145-day-of-doom,"Day of Doom","Судный День",active,1,/skill1422.webp
1423-gehenna,"Gehenna","Геенна",active,1,/skill1423.webp
5133-gehenna,"Gehenna","Геенна",active,1,/skill0000.webp
1424-anti-summoning-field,"Anti-Summoning Field","Anti-Summoning Field",active,1,/skill1424.webp
5134-anti-summoning-field,"Anti-Summoning Field","Anti-Summoning Field",active,1,/skill0000.webp
3604-necklace-of-frintezza,"Frintezza's Necklace","Frintezza's Necklace",passive,1,/accessory_necklace_of_frintessa_i00.webp
4408-hp-increase,"HP Increase (1x)","HP Increase (1x)",passive,20,/skill0211.webp
4409-mp-increase,"MP Increase (1x)","MP Increase (1x)",passive,20,/skill0213.webp
4410-increase-p-atk,"Extremely Weak P. Atk.","Extremely Weak P. Atk.",passive,22,/skill0141.webp
4411-increase-m-atk,"Extremely Weak M. Atk.","Extremely Weak M. Atk.",passive,22,/skill4411_normal.webp
4412-increase-p-def,"Extremely Weak P. Def.","Extremely Weak P. Def.",passive,22,/skill0142.webp
4413-increase-m-def,"Extremely Weak M. Def.","Extremely Weak M. Def.",passive,22,/skill4413_normal.webp
4414-armor-type,"Heavy Armor Type","Heavy Armor Type",passive,3,/skill4312.webp
4416-race-undeads,"Undead","Undead",passive,24,/skill4290.webp
4417-animals,"Animals","Animals",passive,38,/skill4293.webp
4418-fire-attacks,"Fire Attacks","Fire Attacks",passive,5,/etc_fire_crystal_i00.webp
4419-water-attacks,"Water Attacks","Water Attacks",passive,5,/etc_water_crystal_i00.webp
4420-wind-attacks,"Wind Attacks","Wind Attacks",passive,5,/etc_wind_crystal_i00.webp
4421-earth-attacks,"Earth Attacks","Earth Attacks",passive,5,/etc_earth_crystal_i00.webp
4422-dark-attacks,"Dark Attacks","Dark Attacks",passive,5,/etc_unholy_crystal_i00.webp
4423-sacred-attacks,"Sacred Attacks","Sacred Attacks",passive,5,/etc_holy_crystal_i00.webp
4424-resist-hand-to-hand-weapons,"Resist Hand-to-hand Weapons","Resist Hand-to-hand Weapons",passive,5,/skill4424.webp
4425-resist-blunt-weapons,"Resist Blunt Weapons","Resist Blunt Weapons",passive,5,/skill4425.webp
4426-resist-dual-sword-weapons,"Resist Two-Sword Weapons","Resist Two-Sword Weapons",passive,5,/skill4426.webp
4427-resist-swords,"Resist Swords","Resist Swords",passive,5,/skill4427.webp
4428-resist-two-handed-weapons,"Resist Two-handed Weapons","Resist Two-handed Weapons",passive,5,/skill4428.webp
4429-greater-resist-fire-attacks,"Greater Resist Fire Attacks","Greater Resist Fire Attacks",passive,5,/skill4429.webp
4430-greater-resist-water-attacks,"Greater Resist Water Attacks","Greater Resist Water Attacks",passive,5,/skill4430.webp
4431-greater-resist-wind-attacks,"Greater Resist Wind Attacks","Greater Resist Wind Attacks",passive,5,/skill4431.webp
4432-greater-resist-earth-attacks,"Greater Resist Earth Attacks","Greater Resist Earth Attacks",passive,5,/skill4432.webp
4433-greater-resist-sacred-attacks,"Greater Resist Sacred Attacks","Greater Resist Sacred Attacks",passive,5,/skill4433.webp
4434-greater-resist-dark-attacks,"Greater Resist Dark Attacks","Greater Resist Dark Attacks",passive,5,/skill4434.webp
4435-greater-resist-shock,"Greater Resist Shock","Сопротивление Оглушению",passive,5,/skill4435.webp
4436-greater-resist-poison,"Greater Resist Poison","Сопротивление Яду",passive,5,/skill4436.webp
4437-greater-resist-bleeding,"Greater Resist Bleeding","Greater Resist Bleeding",passive,5,/skill4437.webp
4438-greater-resist-sleep,"Greater Resist Sleep","Greater Resist Sleep",passive,5,/skill4286.webp
4439-greater-resist-hold,"Greater Resist Hold","Greater Resist Hold",passive,5,/skill4288.webp
4440-greater-resist-paralysis,"Greater Resist Paralysis","Greater Resist Paralysis",passive,5,/skill4440.webp
4441-greater-resist-mental-derangement,"Greater Resist Mental Derangement","Greater Resist Mental Derangement",passive,5,/skill4441.webp
4442-greater-resist-hand-to-hand-weapons,"Greater Resist Hand-to-hand Weapons","Greater Resist Hand-to-hand Weapons",passive,5,/skill4442.webp
4443-greater-resist-blunt-weapons,"Greater Resist Blunt Weapons","Greater Resist Blunt Weapons",passive,5,/skill4443.webp
4444-greater-resist-bow-weapons,"Greater Resist Bow Weapons","Greater Resist Bow Weapons",passive,5,/skill4444.webp
4445-greater-resist-spear-weapons,"Greater Resist Spear Weapons","Greater Resist Spear Weapons",passive,5,/skill4445.webp
4446-greater-resist-dual-sword-weapons,"Greater Resist Two-Sword Weapons","Greater Resist Two-Sword Weapons",passive,5,/skill4446.webp
4447-greater-resist-swords,"Greater Resist Swords","Greater Resist Swords",passive,5,/skill4447.webp
4448-greater-resist-daggers,"Greater Resist Daggers","Greater Resist Daggers",passive,5,/skill4448.webp
4449-greater-resist-two-handed-weapons,"Greater Resist Two-handed Weapons","Greater Resist Two-handed Weapons",passive,5,/skill4449.webp
4450-shock-attack-weak-point,"Shock Attack Weak Point","Shock Attack Weak Point",passive,5,/skill4450.webp
4451-poison-attack-weak-point,"Poison Attack Weak Point","Poison Attack Weak Point",passive,5,/skill4451.webp
4452-bleed-attack-weak-point,"Bleed Attack Weak Point","Bleed Attack Weak Point",passive,5,/skill4452.webp
4453-sleep-attack-weak-point,"Sleep Attack Weak Point","Sleep Attack Weak Point",passive,5,/skill4453.webp
4454-hold-attack-weak-point,"Hold Attack Weak Point","Hold Attack Weak Point",passive,5,/skill4454.webp
4455-paralysis-attack-weak-point,"Paralysis Attack Weak Point","Paralysis Attack Weak Point",passive,5,/skill4455.webp
4456-mental-attack-weak-point,"Mental Attack Weak Point","Mental Attack Weak Point",passive,5,/skill4456.webp
4457-hand-to-hand-weapon-weak-point,"Hand-to-hand Weapon Weak Point","Hand-to-hand Weapon Weak Point",passive,5,/skill4457.webp
4458-spear-weapon-weak-point,"Spear Weapon Weak Point","Spear Weapon Weak Point",passive,5,/skill4458.webp
4459-dual-sword-weapon-weak-point,"Two-Sword Weapon Weak Point","Two-Sword Weapon Weak Point",passive,5,/skill4459.webp
4460-sword-weak-point,"Sword Weak Point","Sword Weak Point",passive,5,/skill4460.webp
4461-dagger-weak-point,"Dagger Weak Point","Dagger Weak Point",passive,5,/skill4461.webp
4462-two-handed-weapon-weak-point,"Two-handed Weapon Weak Point","Two-handed Weapon Weak Point",passive,5,/skill4462.webp
4466-npc-surrender-to-unholy,"Surrender To Darkness","Предание Тьме",active,3,/skill4336_new.webp
4467-npc-surrender-to-holy,"Surrender To Light","Предание Свету",active,3,/skill4275_new.webp
4470-npc-spoil,"NPC Spoils","Оценка NPC",active,1,/skill0000.webp
4478-ice-fairy-aqua-splash,"Ice Fairy Aqua Splash","Водяные Брызги Ледяной Феи",active,1,/skill0000.webp
4479-ice-fairy-resist-cold,"Ice Fairy Resist Cold","Ice Fairy Resist Cold",active,1,/skill1182.webp
4480-ice-fairy-curse-gloom,"Ice Fairy Curse Gloom","Проклятие Тумана Ледяной Феи",active,1,/skill0000.webp
4481-ice-fairy-hex,"Ice Fairy Hex","Сглаз Ледяной Феи",active,1,/skill0000.webp
4482-ice-fairy-silence,"Ice Fairy Silence","Безмолвие Ледяной Феи",active,1,/skill1064.webp
4486-decrease-p-def,"Decrease P. Def","Decrease P. Def",active,12,/skill0000.webp
4487-decrease-m-def,"Decrease M. Def.","Decrease M. Def.",active,12,/skill0000.webp
4992-npc-hot-spring-death-mimic,"Shock","Оглушение",active,12,/skill0000.webp
4993-venom-strike,"Venom - Strike","Веном - Удар",active,1,/skill0000.webp
4994-venom-sonic-storm,"Venom - Sonic Storm","Веном - Звуковой Шторм",active,1,/skill0000.webp
4995-venom-teleport-pc,"Venom - Teleport","Веном - Телепорт",active,1,/skill0000.webp
4996-venom-range-teleport-pc,"Venom - Range Teleport","Веном - Дистанционный Телепорт",active,1,/skill0000.webp
4997-lidia-regen,"Lidia - Regen","Лидия - Регенерация",active,1,/skill0000.webp
4998-lidia-twister,"Lidia - Twister","Лидия - Вращение",active,1,/skill0000.webp
4999-lidia-range-life-drain,"Lidia - Range Life Drain","Лидия - Дистанционная Кража Жизни",active,1,/skill0000.webp
5000-alfred-super-strike,"Alfred - Super Strike","Альфред - Супер Удар",active,1,/skill0000.webp
5001-alfred-life-drain,"Alfred - Life Drain","Альфред - Кража Жизни",active,1,/skill0000.webp
5002-giselle-vampiric-rage,"Giselle - Vampiric Rage","Гизель - Ярость Вампира",active,1,/skill0000.webp
5003-giselle-tempest,"Giselle - Tempest","Гизель - Буря",active,1,/skill0000.webp
5004-dimensional-stun,"Dimensional Shock","Dimensional Shock",active,1,/skill0100.webp
5005-frintezzas-ghost-summoning,"Frintezza's Ghost Summoning","Frintezza's Ghost Summoning",active,1,/skill0000.webp
5006-frintezzas-melody,"Frintezza's Melody","Frintezza's Melody",active,1,/skill0000.webp
5007-frintezzas-healing-rhapsody,"Frintezza's Healing Rhapsody","Frintezza's Healing Rhapsody",active,5,/skill0000.webp
5008-frintezzas-concert-hall-melody,"Frintezza's Concert Hall Melody","Frintezza's Concert Hall Melody",active,5,/skill0000.webp
5009-frintezzas-ghostly-fighter,"Frintezza's Ghostly Fighter","Frintezza's Ghostly Fighter",active,1,/skill0000.webp
5010-frintezzas-ghostly-mage,"Frintezza's Ghostly Mage","Frintezza's Ghostly Mage",active,1,/skill0000.webp
5011-frintezzas-bomber-ghost,"Frintezza's Bomber Ghost","Frintezza's Bomber Ghost",active,1,/skill0000.webp
5012-breath-scarlet,"Breath of Scarlet","Breath of Scarlet",active,1,/skill5012.webp
5013-frintezza-ghost-drain,"Frintezza Ghost Drain","Frintezza Ghost Drain",active,1,/skill0000.webp
5014-frintezzas-daemon-attack,"Frintezza's Daemon Attack","Frintezza's Daemon Attack",active,3,/skill0000.webp
5015-frintezzas-daemon-charge,"Frintezza's Daemon Charge","Frintezza's Daemon Charge",active,6,/skill0000.webp
5016-yoke-scarlet,"Yoke of Scarlet","Yoke of Scarlet",active,1,/skill5016.webp
5017-frintezzas-daemon-morph,"Frintezza's Daemon Morph","Frintezza's Daemon Morph",active,1,/skill0000.webp
5018-frintezzas-daemon-field,"Frintezza's Daemon Field","Frintezza's Daemon Field",active,2,/skill0000.webp
5019-frintezzas-daemon-drain,"Frintezza's Daemon Drain","Frintezza's Daemon Drain",active,1,/skill0000.webp
5020-forced-action,"Forced Action","Forced Action",active,1,/skill0000.webp
5025-raid-boss-grave-robber-akata,"Raid Boss - Level 30","Рейдовый Босс - Уровень 30",passive,1,/skillraid.webp
5026-raid-boss-spirits-of-nellis,"Raid Boss - Level 39","Рейдовый Босс - Уровень 39",passive,1,/skillraid.webp
5027-raid-boss-rayito-the-looter,"Raid Boss - Level 37","Рейдовый Босс - Уровень 37",passive,1,/skillraid.webp
5028-raid-boss-darkness-shaman-baranka,"Raid Boss - Level 53","Рейдовый Босс - Уровень 53",passive,1,/skillraid.webp
5029-raid-boss-dr-chaos-gigantic-golem,"Raid Boss - Level 52","Рейдовый Босс - Уровень 52",passive,1,/skillraid.webp
5030-raid-boss-freya-royalguard,"Raid Boss - Level 59","Рейдовый Босс - Уровень 59",passive,1,/skillraid.webp
5031-raid-boss-spike-stakato-qn-shyid,"Raid Boss - Level 80","Рейдовый Босс - Уровень 80",passive,1,/skillraid.webp
5032-raid-boss-master-anays,"Raid Boss - Level 87","Raid Boss - Level 87",passive,1,/skillraid.webp
